subscription_id,user_id,start_date,end_date,billing_period,price_usd,is_active
d5227563-6d40-47e6-be62-b9e69e429e08,ffdc9faf-f3d1-4f98-83a1-ad5b00370cdf,2024-01-16,2024-01-06,mth,-5.0,False
aa3c47b8-5361-4e0a-87e9-a918404503d2,346228e5-d8ad-4e49-9ce6-08c723770bc2,2023-10-29,2023-11-28,mo,0.0,False
fb6c2ed7-fe8d-4cd2-b65b-53d801dcf60b,627b84f8-8834-438f-a0d8-a23015a58145,2023-02-16,2023-03-18,mo,-5.0,True
6307cd74-bf4d-4f26-bf76-79f1cc5990d5,89cdcc3d-408b-40b6-83e8-28505c2b664a,2023-10-08,2024-10-07,monthly,9.99,True
14d2d8c0-cc89-4c86-9976-7295567eb2ba,fd89e6e2-0318-467a-8d0d-a4c0598cba1a,2023-09-04,2024-09-03,annual,-5.0,True
495de72d-4b3f-4964-ad22-a712322df9c0,fd89e6e2-0318-467a-8d0d-a4c0598cba1a,2023-08-30,2023-09-29,monthly,9.99,True
7dfeca48-3197-4d31-b482-6d43173565cb,203a82e4-b099-45f5-b637-97f605fdcd56,2023-04-15,2023-04-05,mo,29.99,False
c1ab6de5-b225-4a69-9f99-c66c797c5d50,8395fdd8-0487-4f1c-9de9-e715e280044d,2023-12-15,2024-01-14,mo,0.0,False
5b21dc30-a558-4f4b-9238-ee22847d6431,400cd9bf-be4c-4e20-9d38-5723a2c77064,2023-04-30,2024-04-29,mth,14.99,True
b7b46396-fc92-4762-974c-719d31b71e82,400cd9bf-be4c-4e20-9d38-5723a2c77064,2023-04-16,2023-05-16,yr,9.99,False
1b243394-39ca-48e9-b4a4-e00701ec9c34,e60817d0-7f02-4ec0-a642-d993be4c4407,2023-03-25,2033-03-22,Monthly,0.0,False
3acbd7fb-f315-485d-bd92-cea5b6bb9176,8b7b5e7f-14b8-411d-b04f-939a2fc2dba8,2023-10-02,2023-11-01,mth,14.99,True
5e16c2b0-a041-4c77-9812-ff02f0113476,eea3e823-ddff-476c-8292-fd321587186d,2023-03-30,2023-04-29,yearly,29.99,True
3c6dc674-125d-4d36-8e60-b831f7f715b0,eea3e823-ddff-476c-8292-fd321587186d,2023-03-25,2023-03-25,annual,29.99,False
cb0bb9da-cf25-40e7-8277-bb9be7c80954,7d0fb96f-738e-429c-a164-cd54b0e43f9c,2023-06-13,2023-07-13,Monthly,-5.0,False
dcb8cf3a-d175-4dcd-a451-e0ff8b092a2b,7d0fb96f-738e-429c-a164-cd54b0e43f9c,2023-05-22,2023-06-21,annual,29.99,True
cc733dca-eb58-41ba-bbca-e7b3fbe47b8b,31f9d136-d4d4-4bb3-8b5b-c870ab8ec101,2023-02-06,2023-03-08,yearly,9.99,True
8b3b263b-6525-44f5-a8b6-8e4a947eed5f,31f9d136-d4d4-4bb3-8b5b-c870ab8ec101,2023-02-03,2023-03-05,yr,29.99,True
f573ee1c-0689-44cb-b079-ffd9728cf838,57e996b5-c09a-4fbe-850d-03be205d12a1,2023-10-25,2023-10-25,mth,29.99,False
407c51d2-a582-4924-bb3a-428867eba477,2737ab95-06e6-4673-bcb7-4e854b839dc6,2023-04-02,2024-04-01,annual ,29.99,True
c03d8287-6427-4156-a456-10422d645cfb,2737ab95-06e6-4673-bcb7-4e854b839dc6,2023-03-21,2033-03-18,mo,-5.0,False
3a9825f8-9001-4bde-957e-e9c0eba2ae86,9fab0f09-dad6-49d0-9b07-984a6b4ded24,2023-11-26,2023-11-26,mo,29.99,False
018e81e8-8a93-4510-99ae-bed521e14f59,69058e2e-a17a-4444-9441-f0d4839e9aa4,2023-02-08,2023-03-10,annual ,14.99,True
e2b8946b-548b-4f5c-b6e1-8e2fd2854bed,69058e2e-a17a-4444-9441-f0d4839e9aa4,2023-02-08,2023-01-29,annual,9999.99,False
249ebcbf-1077-4468-a836-a0480b791e05,3fbe6628-de49-48f0-bc59-e9e086d3b280,2024-01-05,2024-01-05,mo,29.99,False
d76b8b7c-24cd-4f5a-91c5-aca56b5de50b,6a050855-008c-44cf-a04c-e5b05a1a6775,2023-08-26,2023-09-25,annual,14.99,True
95a10d77-19b5-4d5c-9c11-34f9f329b4fe,6a050855-008c-44cf-a04c-e5b05a1a6775,2023-08-17,2024-08-16,annual ,9999.99,True
97141d91-dc35-4b4a-bb4f-2b4740a9c070,ece44880-84f3-432f-a688-cec09d898b0c,2024-01-07,2024-02-06,yr,-5.0,True
82e8fa07-c8a5-4629-9602-a426baf00711,ddca027f-b2b6-498f-b091-8abc34d1c844,2023-10-19,2023-10-19,mo,29.99,False
f1e187b7-e8ad-43eb-85ab-95806025b6d8,ddca027f-b2b6-498f-b091-8abc34d1c844,2023-09-29,2023-10-29,Monthly,9.99,False
61388aea-72b5-45cb-b220-1e4c10bf2ced,3e5b8088-aa1b-4d05-8ec3-d6e3aea43ddf,2023-05-29,2023-06-28,annual,14.99,True
c8442d76-55f8-4384-a0db-ba83b038552b,42bb1fe7-22fd-4f25-a918-5c1a234269e8,2023-10-02,2023-11-01,Monthly,0.0,False
2d2bcaca-785d-4335-a34b-eb4003a45519,42bb1fe7-22fd-4f25-a918-5c1a234269e8,2023-10-07,2023-09-27,Monthly,-5.0,False
04d54064-fcc4-4ace-af6c-8a11be478a67,21e9ae45-1768-4881-9c67-17c7b524fd2e,2023-10-29,2023-11-28,yearly,0.0,False
b3f775b6-2db4-452f-ad8d-f7beb8d47004,21e9ae45-1768-4881-9c67-17c7b524fd2e,2023-11-11,2023-12-11,annual ,9999.99,True
54f0c35c-533c-406f-b8b2-267a1a61b7a1,5894115c-e475-46c8-9d29-3e3369a69e4c,2023-01-09,2033-01-06,monthly,14.99,False
eb28b481-6196-44b6-9054-955a21fc54a7,64430439-6ad6-43c0-97d0-8c05f550736b,2023-11-08,2023-12-08,yearly,14.99,True
b255e37b-7043-4547-af41-08bbb38a0b68,0d31d063-adaa-4c97-948d-5c849af7313b,2023-03-13,2033-03-10,annual ,0.0,False
4ed6e17e-bb14-4378-80c3-de675828caa4,fc5ce404-8f0f-462f-99fe-89384b789ae4,2023-09-21,2023-09-11,mo,9999.99,False
2b013e5d-0fca-4493-9f6b-63243140a33a,fc5ce404-8f0f-462f-99fe-89384b789ae4,2023-09-17,2023-10-17,Monthly,-5.0,True
dc455ff2-e15d-4777-899f-73b50eb7112f,3b83df1d-8166-4b9a-ad0d-d2a6e7db6a66,2023-06-03,2023-07-03,monthly,0.0,False
32e4aaea-a498-4a5f-a894-e67b79cfa797,696e4ba6-84e4-4b14-a541-0706c3d64cc8,2023-07-16,2024-07-15,annual,-5.0,True
b2f1c16e-1fe5-4ea1-9f38-754e85d60cf3,104d7990-0273-4249-8fe6-3ae24f7db4da,2023-01-27,2023-01-27,annual ,9999.99,False
f6548843-bfcc-4888-b553-d1c3e3446287,a9537022-d7c7-45d1-bd2d-5e00737416df,2023-07-06,2023-08-05,yr,14.99,True
e3e28121-e93f-4634-b6d0-b9ff8004d74b,a5403eff-ab81-4103-8b02-5801b7c0949e,2023-05-29,2023-06-28,yearly,0.0,False
35ca35b2-553e-4d43-ad36-f05f4e324935,10d39407-cea5-4537-ad74-c219a65894db,2023-03-14,2033-03-11,mth,9999.99,False
0bc0f30b-5baa-4e92-968e-9e3a613af4c6,10d39407-cea5-4537-ad74-c219a65894db,2023-03-11,2023-04-10,mth,29.99,True
e8d796b8-4662-4943-861a-a97596256748,ef032bc9-c2dc-43e7-b4c8-82a4146ee03e,2024-01-02,2025-01-01,annual ,9999.99,True
d567c08e-6a60-480d-862a-d0b35778477a,278bcc2f-3fa2-415e-8de0-fdb2867fc554,2023-05-22,2023-05-22,yearly,-5.0,False
661f6e1b-e357-4bc1-9d54-1db2d22f592c,1ef50357-54a3-4176-b987-4256ccb9ae68,2023-07-17,2033-07-14,yr,14.99,False
1813735d-87e3-4945-a260-b7b8b8b6caf3,5a88c9af-ecd5-4c6e-9f32-13465fd21a48,2023-10-18,2023-11-17,Monthly,29.99,True
fcfc874f-c6db-4d21-bd3e-6737c7d51015,a4aad9a6-c02f-4c38-bbc0-32412072f709,2023-11-28,2023-11-18,yearly,-5.0,False
ecabe90b-fa7c-48e9-9753-71853cbde4ab,e7450b0a-38bf-4b8f-83f5-5cde16749687,2023-10-29,2033-10-26,mth,-5.0,False
f8ad2a36-327b-42dc-85cb-97b137364f5c,b19a6f37-9ef1-4e72-8b2b-b00741432a60,2023-10-13,2023-11-12,mth,14.99,True
f2d7dfb1-cc88-42b8-aa9a-25e97325efc1,85ebe253-0f96-4d30-804b-933e0e5f6ca6,2023-10-11,2023-11-10,yr,0.0,True
8e525e4e-3f32-482c-adb3-bf791c5fffc8,85ebe253-0f96-4d30-804b-933e0e5f6ca6,2023-10-20,2024-10-19,mth,-5.0,False
8f96082b-a89f-46f0-bac9-c694d6036943,30caf201-de31-4e30-9140-520fc506ebb3,2023-03-31,2023-03-31,mo,0.0,False
502b06b6-674e-4c2c-b25d-ba1cc9559e83,a8ebb55f-a78b-45c6-8111-88e659689a58,2023-06-06,2023-07-06,Monthly,0.0,False
c03ae811-8b37-4b81-8f99-b85d5ecbc05a,890ead1f-6392-4560-8d61-f012e0f282c8,2023-09-02,2023-08-23,monthly,0.0,False
5f0a9bad-f081-463f-851d-312387a91fe4,8039749d-5f54-4b42-9695-0590f04c74c8,2023-08-12,2033-08-09,annual ,9.99,False
0c069fef-3655-4fd8-a60d-cd9de469dea2,e75f9487-b456-40b4-a03d-7931d3c8ab8f,2023-12-01,2024-11-30,yr,29.99,False
3a308706-4b0a-4ac2-8fa9-b0e312e10424,de50190c-c5e9-4bd7-b309-2e0659b5efa8,2023-02-27,2023-02-27,yr,0.0,False
cd077be8-6e55-4d0c-8012-8dfe861cebb6,f4779b04-1a75-46f9-bb79-916e97c10d5d,2023-02-27,2024-02-27,annual ,29.99,True
51ccf69d-5533-417f-8b99-4afa16192bf8,bdbbfcde-36d4-483b-9da8-a3bd1ced01f6,2023-07-29,2023-07-19,mo,9999.99,False
b85df9c5-0fcb-403e-a34c-15fd02092b77,b000d1d8-7e68-46ce-8ce0-985c2f77f7c2,2023-11-16,2024-11-15,mo,29.99,True
c0dee1a2-7982-4189-a9d1-fab2d46df8e4,7666a048-746f-46c5-ab7f-d12c2553ab90,2023-09-07,2023-10-07,Monthly,0.0,False
759b5942-881a-412f-9974-5c3560ec1dac,2802a0b4-4aa1-4ada-b89a-76454fd1f859,2023-02-11,2023-03-13,annual,14.99,True
86bd3dd8-60bc-46df-a526-70768ad2bb7e,7bb2f076-a0aa-4008-a6b8-ac0c02812506,2023-08-08,2023-07-29,annual ,29.99,False
cf3d996d-7b29-4335-9314-442b022d51c1,c730b7fe-6d89-4089-9f8d-4a99b3f72583,2023-05-22,2024-05-21,yearly,29.99,True
e3577753-1259-43fb-b5c1-1488de74f7d4,c730b7fe-6d89-4089-9f8d-4a99b3f72583,2023-05-18,2023-05-08,yearly,-5.0,False
ea807c04-b9c0-43b6-b29e-57cdc11d8f61,e81f2775-cc92-43f4-a412-19b9ee95fbee,2023-12-02,2024-01-01,annual ,-5.0,True
c9bc62e3-6f41-4e34-b539-f46511e2eaee,f3fc19ea-4a31-4fa9-b064-b4324cab952f,2023-06-05,2023-05-26,mo,14.99,False
05e1dcf8-22c5-4de7-8592-bb278770d71f,b8039d20-ce9a-4f49-8c2c-92628feecc5d,2023-11-25,2023-11-15,monthly,9999.99,False
50263fb6-f95a-4fb4-be41-f222d6278787,16d06f55-f6e9-423e-8366-61de49af4537,2023-02-11,2023-03-13,yr,14.99,True
070226b7-7fb2-4ba6-8c44-8f808e03c0b3,9abb36df-9abe-4255-a54a-c7e87a9eea10,2023-08-01,2023-08-31,yr,14.99,True
0f459ccf-cb6b-428a-adb3-ac56de7f061a,09e26ddd-1c23-499c-816f-1489a683d5d9,2023-06-19,2023-07-19,annual ,14.99,False
12b336de-2c33-46ce-9f51-b4fb977d6ffa,026a7143-ec73-4475-8280-a9be6ba85800,2023-04-03,2023-05-03,yearly,0.0,True
252236a5-e516-4ab3-9042-0496abc7b756,ee1d7eae-45b9-4ff0-a6df-a8070ba026d0,2023-01-23,2023-02-22,yearly,-5.0,False
fcd6a0ad-ef96-427a-9767-ff21607a55b8,ee1d7eae-45b9-4ff0-a6df-a8070ba026d0,2023-02-04,2023-02-04,mth,9999.99,False
9cf56114-4bd4-4037-ab9d-17b74dd14fb0,e56513ba-8620-45ce-bb27-3f98b1ed413c,2023-12-09,2023-11-29,annual ,29.99,False
1b1c8cad-5103-4b9e-8439-adad246c0baf,63148e6f-56b2-42b3-9801-e10e3ab899eb,2023-09-09,2023-10-09,mth,9.99,True
ff5e8085-d283-4189-8232-0cb7c605613c,63148e6f-56b2-42b3-9801-e10e3ab899eb,2023-09-19,2023-09-09,mo,-5.0,False
64980441-ad36-4c11-89a6-5f87f716605e,5d9f7e43-a470-400f-b110-d115367e81fd,2023-08-20,2024-08-19,annual ,9999.99,False
32176074-b8ed-49b8-a78b-27579801a53f,5d9f7e43-a470-400f-b110-d115367e81fd,2023-08-14,2023-08-14,yearly,9.99,False
5f9e8e70-bd48-4015-8335-492451d90a1c,6b9b4e68-ad01-4b5f-8d3c-4797f0f23ce9,2023-02-20,2024-02-20,Monthly,29.99,True
99888307-decc-429f-9fd4-00548d666e09,f5d0fb8b-0731-427d-8f21-24152af44b7f,2023-10-11,2023-11-10,yearly,9.99,False
f6edfa52-84e4-43b6-bd9f-8b0011b9087d,b107340e-4f4d-4f0b-bc34-02a78bb4f162,2023-10-04,2023-11-03,monthly,9.99,True
19d71ab6-c8db-4fe9-ab3a-957764494606,79cf13ea-91d4-437d-a5d9-d580d8c445ca,2024-01-12,2024-01-02,yearly,14.99,False
855fc4a9-6757-43de-a2b8-5bb1db3d1488,55cac555-8f4e-4069-a9ef-54ddb1d7e65a,2023-06-09,2024-06-08,annual ,0.0,False
4dd5f083-bd56-44fd-afdb-8bf823d1225a,55cac555-8f4e-4069-a9ef-54ddb1d7e65a,2023-05-29,2024-05-28,annual,14.99,False
0b0f2125-8577-4d85-badc-b1f838f35681,403d080a-a6ed-4db5-a8a8-039176fe5194,2023-11-05,2023-12-05,annual,0.0,True
154bb966-3b47-4bdc-848f-026090a211d7,403d080a-a6ed-4db5-a8a8-039176fe5194,2023-11-05,2024-11-04,yearly,9.99,True
0554bbd4-c00f-4cdf-8d39-9acb65bda84d,bef9f2b0-0e4e-47ca-8c2e-55ee665b2802,2023-03-03,2023-04-02,mo,14.99,False
fc0ce198-693b-4cd0-8b71-150129059cc7,6b33625d-a463-4e25-aa9c-d04d30869c63,2023-01-21,2023-02-20,yearly,14.99,True
131ef78b-3e3e-4296-b7f4-0630c59669f6,a26a6c92-34db-4922-aaab-bafb66b9c36e,2023-08-26,2024-08-25,monthly,0.0,False
90efd799-0ad8-4a8c-9f08-dc86afd1bfb1,5f03ec58-bcb3-49d4-8713-6487998797b5,2023-04-09,2033-04-06,yr,9.99,False
c5d8e767-4b14-42c1-9e76-60bbd8ed2c88,5f03ec58-bcb3-49d4-8713-6487998797b5,2023-05-02,2023-06-01,monthly,14.99,False
e30bd27c-b0c9-409c-9e38-76667861ad71,af3d2f10-30f8-4bc7-b454-725a6d33553f,2023-10-13,2023-11-12,Monthly,29.99,True
efce1e0c-3cd7-403e-bbbf-510f372ed002,d530c470-2d77-425b-bb17-a55afa93cef6,2023-12-25,2024-01-24,annual ,29.99,False
313948d2-fd48-4a94-9662-ffc949b1de66,d530c470-2d77-425b-bb17-a55afa93cef6,2023-12-23,2033-12-20,mo,9.99,False
0dacc76a-3447-49e7-98d2-aaef9dd970f6,ff34ee7d-d10a-4d49-8d56-9e14e67f3d9e,2023-11-21,2023-12-21,monthly,0.0,True
7b431a5c-38d3-4351-a5af-adc5b0333a2c,6e685bfc-24a7-4036-9e66-c17096fcf243,2023-07-15,2024-07-14,Monthly,-5.0,False
a802cbc8-1d33-4f6c-9800-d4d7dceb3423,3400377c-0e49-464b-85ea-6adfd6d00ed1,2023-02-20,2024-02-20,annual,0.0,True
837d9834-a759-41e6-9f93-cb445fb5c81d,85b81fea-85db-44df-a8c6-ba44cecbe53a,2023-10-05,2023-11-04,Monthly,9999.99,True
a74f3aa5-5f15-416a-acbc-4724ce2d8056,713db4a8-6167-4240-8ef4-224a67f1e8a8,2023-12-04,2024-01-03,yr,14.99,True
c59a9d25-5032-49fa-9354-ffc6e43b7d88,964ea727-92b8-49c9-be46-2c120f49f371,2023-05-17,2033-05-14,annual,9999.99,False
65635042-19b0-41a5-8325-844abc7ce2a0,964ea727-92b8-49c9-be46-2c120f49f371,2023-05-06,2024-05-05,Monthly,29.99,True
4e55d4f7-af14-4816-8a83-68f77f09f001,336ca05e-82fa-4319-b378-21172f6b2d00,2023-12-05,2033-12-02,Monthly,9999.99,False
dab695ed-2500-40d0-b757-b08d639ab371,4f8e61b5-3dc1-456d-a08e-961c5cf77254,2023-03-28,2023-04-27,mo,14.99,False
582de9e9-26da-497e-950e-e7817fc8db24,4f8e61b5-3dc1-456d-a08e-961c5cf77254,2023-03-10,2033-03-07,annual,9.99,False
dcbb80d5-584f-4090-a494-f25367183156,94cfc5ae-a56e-450e-aedb-1518015736a7,2023-08-13,2033-08-10,yearly,9999.99,False
651feac2-809e-4ecc-8159-00dcfd8ac112,7599c8db-fc90-49c1-97c6-b18cbbf8c1ae,2023-09-21,2033-09-18,mo,-5.0,False
04d5be45-6faa-4ec2-af04-c5aed890893a,8552805f-aa6e-4a7a-84d3-0002be5626f1,2023-02-14,2023-02-14,annual,0.0,False
614a654a-7ecb-4420-8d99-b207158265e7,0dd72bf5-fba6-4e0e-85c7-87c8d8b05316,2023-03-03,2033-02-28,yr,0.0,False
c3f52bec-c342-4cd6-b39b-4c6ffa046e0f,ea244c35-6123-4c7d-8e62-0433a114ff17,2023-04-02,2023-05-02,monthly,14.99,True
6bc8c2b4-c3cd-40f9-ac8d-a55b7f477516,ea244c35-6123-4c7d-8e62-0433a114ff17,2023-03-22,2033-03-19,annual,29.99,False
fc50c861-c4c8-4f80-a8a1-f7fdce71e5bb,57146c67-eadf-44ef-bdc7-000eba04ee95,2023-02-12,2023-02-02,monthly,9999.99,False
1cf8d83d-e555-4eb8-8240-fc696b26be08,5850cf69-2977-45cd-a258-2c97680e535f,2023-03-10,2033-03-07,yr,-5.0,False
9570bc94-b829-47d8-bba2-a5ce1073bf47,748c4139-5131-45dc-9465-96b89704dcb1,2023-03-31,2023-04-30,monthly,9.99,True
c1db286c-1edb-435e-8148-5008c4ae7f81,1ff2aa2c-101a-45eb-8532-890ee3587887,2023-05-27,2033-05-24,annual,14.99,False
c0374f7e-98ab-42ac-9f1a-cf9510c4944f,be576ef4-5094-4b88-8316-fe42b1b928f5,2023-10-08,2023-10-08,yr,14.99,False
53a1738e-28e4-494a-93d7-03813a8f5eed,300229d6-5ee0-4f86-a287-3c7224d5c6ed,2023-04-19,2023-04-19,mo,0.0,False
0947e63b-37d6-4b67-8290-7c33e7f2e9d2,8943b3ba-d357-4d9d-8fc6-de20e34693b7,2023-02-24,2024-02-24,annual ,9.99,True
e22e1f0f-cf5b-41bf-9d2e-a0e1de4dd85b,8943b3ba-d357-4d9d-8fc6-de20e34693b7,2023-02-21,2023-03-23,mo,-5.0,True
c86f06e3-b2fb-4d4c-bd88-8c85614def3d,df3fe7d4-a2cb-4825-9ae3-75e3e4f6705d,2023-11-26,2023-12-26,Monthly,29.99,True
5cc3e129-d042-4ebd-97d8-694d09b03e23,282e64bf-fdc7-414e-b65f-88c96f3fcc3f,2024-01-10,2024-01-10,yr,9999.99,False
709a7bb3-9300-4107-a92f-bb0ea39d8a3a,427484bc-68cc-4e76-83f1-4a937f1b08a3,2023-09-25,2023-09-15,annual ,14.99,False
6c3e5b07-1e23-4d8f-94e7-ab6d2769b266,427484bc-68cc-4e76-83f1-4a937f1b08a3,2023-09-28,2033-09-25,yr,9999.99,False
a9b06717-1e78-4d71-a626-122cf68ba276,43c7718d-1bda-4841-a4c7-39d0a1c2e836,2023-05-19,2033-05-16,mo,-5.0,False
ca323098-3f93-48ea-8e46-4caefb1508d2,aa2e18d3-67c6-4e50-88ab-a533103a34ca,2023-02-06,2023-01-27,yr,0.0,False
6043dfea-f455-4d1e-967e-58f1d1dec1ab,eb60b9f5-770b-4cf6-8e5c-4322ec6fa4f0,2023-07-24,2024-07-23,annual ,-5.0,False
ee3510ad-d073-4e3b-8c12-cd95b1b79718,54ff546d-3cd4-459f-a65a-a183b12d353c,2023-01-29,2033-01-26,yr,29.99,False
dadb1118-2cf5-4106-bfee-3fbae3c6434f,1563fa8b-dd88-47da-89a3-a594de336639,2023-11-20,2023-11-10,mo,0.0,False
7e01590d-4e2e-4cc1-abe3-7b58f4c8ff6e,d0318563-3da6-42e8-847b-9b2aee13b157,2023-11-22,2024-11-21,yr,9999.99,True
5fc98519-6bd0-4af2-9dd1-22de6cf22a87,daf7f2b8-e025-4405-a1b2-56bb07a7c6eb,2023-06-11,2033-06-08,monthly,29.99,False
dc35aed6-76d4-4592-adf0-08bdbbeb7729,da9a09e7-d5e7-4ab0-8460-ca95457e2409,2023-08-08,2023-08-08,yr,9999.99,False
9285eb69-4da0-4f9c-ba60-74b221349743,5b66e295-846f-4689-9ae7-6fadba21bb2d,2023-01-30,2023-03-01,Monthly,29.99,True
1719bb9f-7bc3-4ed8-9121-aa90f702899c,9eb1e735-1b87-4829-8322-c7b87af10acc,2023-08-28,2023-08-18,annual ,14.99,False
68713c49-78ce-4542-9d9c-36081d473f09,533e08b0-b5c4-4d14-a648-ccf7d6fd497b,2023-12-11,2024-01-10,annual ,14.99,False
4af26c05-eb44-40e0-9fcf-89aa6c56ced8,533e08b0-b5c4-4d14-a648-ccf7d6fd497b,2023-12-28,2024-01-27,monthly,14.99,True
2f3de182-be1b-40cf-87b7-4e1812d61340,3770dc7d-321c-493a-be9b-9164b0c8ea9c,2023-09-03,2023-10-03,monthly,9999.99,True
f1d93665-3122-41b8-b912-c4c9db8dac26,3770dc7d-321c-493a-be9b-9164b0c8ea9c,2023-09-02,2023-08-23,annual,29.99,False
12dcfa72-a41a-4e76-9570-eac7775d431e,fbbdb17d-93e0-4689-98a2-587e18e51e03,2023-03-28,2023-04-27,annual,9999.99,False
34203853-56f4-4c6e-b4bb-64a8a63f260d,af28c8c7-0acc-47fd-8466-3d666dc6aed2,2023-01-28,2024-01-28,mo,9999.99,True
c583f3ef-ad99-4d12-babe-99a141d2930c,ae06f443-910f-4975-b47b-0a0c195858c2,2023-12-20,2023-12-20,monthly,0.0,False
be68cc24-7535-4d54-991b-0dacee393d89,ae06f443-910f-4975-b47b-0a0c195858c2,2023-12-03,2024-01-02,monthly,9.99,False
b9ef5622-c003-4ab4-aa6c-04c7054b5eb3,b8a75aaf-6357-4f23-8d2c-14088df1ac74,2024-01-04,2024-02-03,yearly,-5.0,False
beda2305-29ac-4abf-abc4-5bd57c0310ee,f8cbc0bd-a49f-460e-8f82-89cc0ba7017c,2023-08-02,2023-08-02,yearly,14.99,False
87197172-b47a-495c-b7a9-f455079370f6,f8cbc0bd-a49f-460e-8f82-89cc0ba7017c,2023-08-04,2023-09-03,monthly,29.99,True
70332adb-b041-43c5-83da-cc8c92170009,07324c5d-d6d1-48ad-b7ea-deabf9e6012c,2024-01-16,2024-02-15,mo,0.0,False
7488e355-8fc0-4aea-93bd-d4cc8d094762,3c6cc4a5-4c3e-431c-9a28-8bed1d60441c,2023-04-09,2023-04-09,monthly,0.0,False
be93e65d-259c-426b-bdb7-aed80155d47a,4c9b8063-55e0-4faa-8263-325ca86f271b,2023-10-03,2023-11-02,mth,14.99,True
5ddd5680-7ae1-46a9-9ee0-d50122c6aa78,6200f496-f1ea-42ff-a4f3-b7e4d21c3c85,2023-09-19,2023-10-19,yearly,29.99,False
026efd0a-bfdd-4c67-8f9a-9c38b4206d15,8f1d84cc-0b48-4775-a651-145c4a9d626e,2023-02-07,2023-03-09,Monthly,-5.0,False
9eacba7c-e69d-42db-b549-5566e17dad7e,64dc523b-9c48-48e3-a081-1de4b2597f3f,2023-04-04,2023-05-04,yearly,9999.99,True
0a29662e-2f01-4563-9b33-f3254def8086,680bc0ca-e13a-48b6-8ed3-613b0d0184d1,2023-02-14,2024-02-14,mo,29.99,False
976c79fc-5600-4225-a9cf-d02102eab636,e2629ae7-eda0-452c-9321-067407989cf6,2023-03-28,2023-04-27,mth,-5.0,True
f2de40f5-a80b-408d-b5a9-9b0b9f815619,e2629ae7-eda0-452c-9321-067407989cf6,2023-03-27,2024-03-26,Monthly,-5.0,True
c88bd02b-3096-472e-8315-f5a834b263b5,b4b43626-dd3c-48c5-880f-373095f23c27,2023-10-23,2023-11-22,mth,9999.99,True
15e4691c-5704-4600-b383-d91c5c60ae19,73fc9db6-fe8f-440b-b9f5-45758cf525c0,2023-09-16,2033-09-13,yearly,9999.99,False
edf458e3-943b-4c01-80ee-fc3b7debc867,a6510878-5386-4496-acc0-20f9f2435b73,2023-09-14,2023-10-14,annual ,-5.0,True
45e6a1ef-06d4-4d91-bf8d-e02d7c74fbf3,ff2b85d3-02e2-488f-bb9f-77790e220ae4,2023-09-21,2023-09-21,yr,9999.99,False
e3bb61e0-5ec4-49b0-bc5c-483ba73784ea,ef6347dc-0d09-4013-a278-cf27ff2acf6b,2023-06-17,2024-06-16,mth,0.0,False
64834503-d046-41e3-8400-ec7949c87584,74496043-3c6c-437e-b095-dd376ef5434b,2023-11-21,2023-11-21,mo,9999.99,False
fc3218a6-d980-42d2-8c98-48acddd31548,5ddea2fc-bc89-4d5d-ad10-2e666c29a0d6,2023-06-11,2023-06-11,yearly,14.99,False
41203625-d9ed-4040-b1ce-5ae70eb5f3bf,f3cfd3ef-d76a-48c3-97ae-21c06ec864ab,2023-06-07,2033-06-04,mo,9.99,False
8d504216-1a4e-455b-ad25-45ee082a1e17,1686fa73-38a9-4d70-8de4-c6d025e37565,2023-09-22,2023-10-22,monthly,0.0,True
553073a0-7e26-4ba8-84e7-c10c4f8141dd,b13f58be-2fe1-4586-98e4-a6dbcfbc43fd,2023-06-30,2024-06-29,yr,9.99,False
afc20332-3a07-4288-ac9e-2635cd687045,b27343d3-d3fa-4340-87fe-314afe8a67e1,2023-06-23,2023-06-23,mth,29.99,False
0e3c0a22-9af4-4600-8f93-c153e3854acd,d203aa1a-8f7e-4b56-b04c-ded14f26784b,2023-11-27,2023-12-27,mo,14.99,True
30f00d24-ee82-4a9d-8e5f-1b262eea0633,d203aa1a-8f7e-4b56-b04c-ded14f26784b,2023-11-23,2024-11-22,Monthly,29.99,False
5bfaba94-c4b7-4fd3-9ec1-f0775dd03bcf,f4e19e58-4ad0-46c3-bb47-913d9c631af0,2023-10-30,2023-11-29,annual,-5.0,False
6a592574-cc8c-47e9-aad6-597b0a407281,f4e19e58-4ad0-46c3-bb47-913d9c631af0,2023-11-01,2033-10-29,monthly,-5.0,False
0cb2c29f-dd95-4188-bf25-189c5dee0e43,01b650bf-c5b8-44dc-9fd6-5ece52c6f3a5,2023-09-05,2023-09-05,mth,0.0,False
edc8f34e-e39a-449d-b213-e15c4299517d,2e5b4eb6-73fd-4513-8199-c3dc76b541af,2023-06-27,2023-07-27,monthly,29.99,False
880c19e5-06e3-4e27-8f12-5ca61a2403ee,7642b3b0-2162-4880-959f-2e406fbbb43e,2023-09-09,2023-10-09,mth,9.99,True
80386d15-dc27-48c8-8515-b98cff7902cb,20e549b9-ed91-4697-aedb-9451429d972d,2023-01-19,2023-01-09,mth,9999.99,False
71726140-a023-4759-9e38-00ee6a5d8ac0,3265a305-5097-45a8-994d-a969329ffc4d,2023-08-15,2023-09-14,Monthly,0.0,True
